frame_number,timestamp,faces_count,emotions,activities,anomaly_count,anomaly_types
250,8.333333333333334,1,neutral,"caminhando, gesticulando",1,elemento_grafico
255,8.5,1,neutral,"caminhando, dancando",1,elemento_grafico
260,8.666666666666666,1,neutral,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
265,8.833333333333334,1,neutral,"caminhando, dancando, gesticulando",1,elemento_grafico
270,9.0,1,happy,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
275,9.166666666666666,1,happy,"caminhando, dancando",1,careta_exagerada
280,9.333333333333334,1,happy,"caminhando, dancando, gesticulando",1,careta_exagerada
285,9.5,1,happy,"em_pe, dancando",1,careta_exagerada
290,9.666666666666666,1,happy,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
295,9.833333333333334,1,happy,"caminhando, dancando",1,careta_exagerada
300,10.0,1,happy,"caminhando, gesticulando",1,elemento_grafico
305,10.166666666666666,1,happy,"caminhando, gesticulando",2,"careta_exagerada, elemento_grafico"
310,10.333333333333334,1,happy,caminhando,2,"careta_exagerada, elemento_grafico"
315,10.5,1,happy,caminhando,1,elemento_grafico
320,10.666666666666666,1,neutral,caminhando,2,"careta_exagerada, elemento_grafico"
325,10.833333333333334,1,neutral,"caminhando, dancando, gesticulando",1,elemento_grafico
330,11.0,1,neutral,caminhando,2,"careta_exagerada, elemento_grafico"
335,11.166666666666666,1,neutral,em_pe,1,elemento_grafico
340,11.333333333333334,1,neutral,"caminhando, gesticulando",1,elemento_grafico
345,11.5,1,neutral,caminhando,2,"careta_exagerada, elemento_grafico"
350,11.666666666666666,1,neutral,"caminhando, gesticulando",2,"careta_exagerada, elemento_grafico"
355,11.833333333333334,1,neutral,caminhando,2,"careta_exagerada, elemento_grafico"
360,12.0,0,,,1,movimento_brusco
365,12.166666666666666,0,,,0,
370,12.333333333333334,0,,,1,elemento_grafico
375,12.5,0,,,0,
380,12.666666666666666,0,,,1,elemento_grafico
385,12.833333333333334,0,,,1,elemento_grafico
390,13.0,0,,,1,elemento_grafico
395,13.166666666666666,0,,,1,elemento_grafico
400,13.333333333333334,0,,,2,"elemento_grafico, padrao_visual_anomalo"
405,13.5,0,,,2,"elemento_grafico, padrao_visual_anomalo"
410,13.666666666666666,0,,,2,"elemento_grafico, padrao_visual_anomalo"
415,13.833333333333334,0,,,2,"elemento_grafico, padrao_visual_anomalo"
420,14.0,0,,,2,"elemento_grafico, padrao_visual_anomalo"
425,14.166666666666666,0,,,2,"elemento_grafico, padrao_visual_anomalo"
430,14.333333333333334,0,,,2,"elemento_grafico, padrao_visual_anomalo"
435,14.5,0,,,2,"elemento_grafico, padrao_visual_anomalo"
440,14.666666666666666,0,,,2,"elemento_grafico, padrao_visual_anomalo"
445,14.833333333333334,0,,,2,"elemento_grafico, padrao_visual_anomalo"
450,15.0,0,,,2,"elemento_grafico, padrao_visual_anomalo"
455,15.166666666666666,0,,,2,"elemento_grafico, padrao_visual_anomalo"
460,15.333333333333334,0,,,2,"elemento_grafico, padrao_visual_anomalo"
465,15.5,0,,,2,"elemento_grafico, padrao_visual_anomalo"
470,15.666666666666666,0,,,2,"elemento_grafico, padrao_visual_anomalo"
475,15.833333333333334,0,,,2,"elemento_grafico, padrao_visual_anomalo"
480,16.0,0,,,2,"elemento_grafico, padrao_visual_anomalo"
485,16.166666666666668,0,,,2,"elemento_grafico, padrao_visual_anomalo"
490,16.333333333333332,0,,,2,"elemento_grafico, padrao_visual_anomalo"
495,16.5,0,,,2,"elemento_grafico, padrao_visual_anomalo"
500,16.666666666666668,0,,,2,"elemento_grafico, padrao_visual_anomalo"
505,16.833333333333332,0,,,2,"elemento_grafico, padrao_visual_anomalo"
510,17.0,0,,,2,"elemento_grafico, padrao_visual_anomalo"
515,17.166666666666668,0,,,2,"elemento_grafico, padrao_visual_anomalo"
520,17.333333333333332,0,,,2,"elemento_grafico, padrao_visual_anomalo"
525,17.5,0,,,2,"elemento_grafico, padrao_visual_anomalo"
530,17.666666666666668,0,,,2,"elemento_grafico, padrao_visual_anomalo"
535,17.833333333333332,0,,,2,"elemento_grafico, padrao_visual_anomalo"
540,18.0,0,,correndo,2,"elemento_grafico, movimento_brusco"
545,18.166666666666668,0,,caminhando,1,elemento_grafico
550,18.333333333333332,1,sad,"caminhando, gesticulando",2,"careta_exagerada, elemento_grafico"
555,18.5,1,fear,caminhando,1,elemento_grafico
560,18.666666666666668,1,happy,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
565,18.833333333333332,1,fear,"caminhando, dancando",3,"careta_exagerada, careta_exagerada, elemento_grafico"
570,19.0,1,angry,"caminhando, dancando",1,elemento_grafico
575,19.166666666666668,1,neutral,"caminhando, dancando",1,elemento_grafico
580,19.333333333333332,1,happy,"correndo, dancando",1,elemento_grafico
585,19.5,1,neutral,"correndo, dancando",2,"careta_exagerada, elemento_grafico"
590,19.666666666666668,0,,"caminhando, dancando",1,elemento_grafico
595,19.833333333333332,1,fear,"caminhando, gesticulando",1,elemento_grafico
600,20.0,1,happy,"caminhando, gesticulando",1,elemento_grafico
605,20.166666666666668,1,fear,correndo,1,elemento_grafico
610,20.333333333333332,1,angry,caminhando,1,elemento_grafico
615,20.5,1,sad,"caminhando, gesticulando",1,elemento_grafico
620,20.666666666666668,1,sad,caminhando,2,"careta_exagerada, elemento_grafico"
625,20.833333333333332,1,sad,caminhando,1,elemento_grafico
630,21.0,1,neutral,"dancando, gesticulando",2,"careta_exagerada, elemento_grafico"
635,21.166666666666668,1,neutral,"caminhando, dancando",1,elemento_grafico
640,21.333333333333332,1,neutral,dancando,2,"careta_exagerada, elemento_grafico"
645,21.5,1,neutral,"correndo, dancando, gesticulando",1,elemento_grafico
650,21.666666666666668,1,sad,"caminhando, dancando",1,elemento_grafico
655,21.833333333333332,1,neutral,"caminhando, dancando",1,elemento_grafico
660,22.0,1,sad,dancando,2,"careta_exagerada, elemento_grafico"
665,22.166666666666668,1,fear,"caminhando, dancando, gesticulando",1,elemento_grafico
670,22.333333333333332,1,angry,"caminhando, dancando",1,elemento_grafico
675,22.5,1,fear,"caminhando, dancando",1,elemento_grafico
680,22.666666666666668,0,,"caminhando, dancando, gesticulando",1,elemento_grafico
685,22.833333333333332,0,,"caminhando, dancando",1,elemento_grafico
690,23.0,0,,"caminhando, dancando",1,elemento_grafico
695,23.166666666666668,0,,"caminhando, dancando",1,elemento_grafico
700,23.333333333333332,0,,"caminhando, dancando, gesticulando",1,elemento_grafico
705,23.5,0,,"caminhando, dancando",1,elemento_grafico
710,23.666666666666668,1,happy,"caminhando, dancando, gesticulando",1,elemento_grafico
715,23.833333333333332,1,fear,caminhando,1,elemento_grafico
720,24.0,1,sad,"correndo, gesticulando",2,"elemento_grafico, movimento_brusco"
725,24.166666666666668,1,neutral,"em_pe, dancando",1,elemento_grafico
730,24.333333333333332,1,neutral,"em_pe, dancando",2,"careta_exagerada, elemento_grafico"
735,24.5,1,sad,"em_pe, dancando",1,elemento_grafico
740,24.666666666666668,1,sad,"em_pe, dancando",1,elemento_grafico
745,24.833333333333332,1,sad,"em_pe, dancando, gesticulando",1,elemento_grafico
750,25.0,1,neutral,"em_pe, dancando",1,elemento_grafico
755,25.166666666666668,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
760,25.333333333333332,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
765,25.5,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
770,25.666666666666668,1,neutral,em_pe,1,elemento_grafico
775,25.833333333333332,1,neutral,"em_pe, gesticulando",1,elemento_grafico
780,26.0,1,neutral,em_pe,1,elemento_grafico
785,26.166666666666668,1,neutral,em_pe,1,elemento_grafico
790,26.333333333333332,1,neutral,"em_pe, gesticulando",1,elemento_grafico
795,26.5,1,neutral,em_pe,1,elemento_grafico
800,26.666666666666668,1,neutral,em_pe,1,elemento_grafico
805,26.833333333333332,1,neutral,em_pe,1,elemento_grafico
810,27.0,1,neutral,"em_pe, gesticulando",1,elemento_grafico
815,27.166666666666668,1,neutral,em_pe,1,elemento_grafico
820,27.333333333333332,1,neutral,em_pe,1,elemento_grafico
825,27.5,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
830,27.666666666666668,1,neutral,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
835,27.833333333333332,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
840,28.0,1,neutral,em_pe,1,elemento_grafico
845,28.166666666666668,1,neutral,em_pe,1,elemento_grafico
850,28.333333333333332,1,neutral,"em_pe, gesticulando",1,elemento_grafico
855,28.5,1,neutral,em_pe,1,elemento_grafico
860,28.666666666666668,1,neutral,em_pe,1,elemento_grafico
865,28.833333333333332,1,neutral,em_pe,1,elemento_grafico
870,29.0,1,sad,"em_pe, gesticulando",1,elemento_grafico
875,29.166666666666668,1,sad,"em_pe, gesticulando",1,elemento_grafico
880,29.333333333333332,1,sad,"em_pe, gesticulando",1,elemento_grafico
885,29.5,1,sad,em_pe,1,elemento_grafico
890,29.666666666666668,1,sad,em_pe,1,elemento_grafico
895,29.833333333333332,1,sad,"em_pe, gesticulando",1,elemento_grafico
900,30.0,1,surprise,"correndo, gesticulando",4,"careta_exagerada, careta_exagerada, elemento_grafico, movimento_brusco"
905,30.166666666666668,1,surprise,caminhando,3,"careta_exagerada, careta_exagerada, elemento_grafico"
910,30.333333333333332,1,surprise,caminhando,2,"careta_exagerada, elemento_grafico"
915,30.5,1,surprise,"caminhando, gesticulando",3,"careta_exagerada, careta_exagerada, elemento_grafico"
920,30.666666666666668,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
925,30.833333333333332,1,surprise,caminhando,3,"careta_exagerada, careta_exagerada, elemento_grafico"
930,31.0,1,surprise,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
935,31.166666666666668,1,surprise,"caminhando, dancando",3,"careta_exagerada, careta_exagerada, elemento_grafico"
940,31.333333333333332,1,surprise,"caminhando, dancando",1,elemento_grafico
945,31.5,1,surprise,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
950,31.666666666666668,1,surprise,"caminhando, dancando",3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
955,31.833333333333332,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
960,32.0,1,surprise,"em_pe, gesticulando",3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
965,32.166666666666664,1,angry,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
970,32.333333333333336,1,surprise,em_pe,4,"careta_exagerada, careta_exagerada, elemento_grafico, padrao_visual_anomalo"
975,32.5,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
980,32.666666666666664,1,surprise,"em_pe, gesticulando",3,"careta_exagerada, careta_exagerada, elemento_grafico"
985,32.833333333333336,1,surprise,caminhando,2,"careta_exagerada, elemento_grafico"
990,33.0,1,surprise,caminhando,2,"careta_exagerada, elemento_grafico"
995,33.166666666666664,1,surprise,caminhando,1,elemento_grafico
1000,33.333333333333336,1,surprise,em_pe,4,"careta_exagerada, careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1005,33.5,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
1010,33.666666666666664,1,surprise,caminhando,4,"careta_exagerada, careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1015,33.833333333333336,1,surprise,caminhando,3,"careta_exagerada, careta_exagerada, elemento_grafico"
1020,34.0,1,surprise,caminhando,3,"careta_exagerada, careta_exagerada, elemento_grafico"
1025,34.166666666666664,1,surprise,"caminhando, gesticulando",3,"careta_exagerada, careta_exagerada, elemento_grafico"
1030,34.333333333333336,1,surprise,caminhando,1,elemento_grafico
1035,34.5,1,surprise,em_pe,3,"careta_exagerada, careta_exagerada, elemento_grafico"
1040,34.666666666666664,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1045,34.833333333333336,1,surprise,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
1050,35.0,1,surprise,"em_pe, gesticulando",3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1055,35.166666666666664,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
1060,35.333333333333336,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1065,35.5,1,surprise,"em_pe, gesticulando",1,elemento_grafico
1070,35.666666666666664,1,fear,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1075,35.833333333333336,1,surprise,"em_pe, gesticulando",3,"careta_exagerada, careta_exagerada, elemento_grafico"
1080,36.0,1,sad,,2,"elemento_grafico, movimento_brusco"
1085,36.166666666666664,1,sad,"deitado, dancando, gesticulando",1,elemento_grafico
1090,36.333333333333336,1,sad,"deitado, gesticulando",1,elemento_grafico
1095,36.5,1,sad,deitado,1,elemento_grafico
1100,36.666666666666664,1,happy,"deitado, gesticulando",1,elemento_grafico
1105,36.833333333333336,1,neutral,deitado,1,elemento_grafico
1110,37.0,1,happy,deitado,1,elemento_grafico
1115,37.166666666666664,1,happy,deitado,1,elemento_grafico
1120,37.333333333333336,1,happy,"deitado, gesticulando",1,elemento_grafico
1125,37.5,1,sad,deitado,1,elemento_grafico
1130,37.666666666666664,1,sad,deitado,1,elemento_grafico
1135,37.833333333333336,1,happy,"deitado, gesticulando",1,elemento_grafico
1140,38.0,1,happy,"deitado, gesticulando",1,elemento_grafico
1145,38.166666666666664,1,sad,deitado,1,elemento_grafico
1150,38.333333333333336,1,neutral,deitado,1,elemento_grafico
1155,38.5,1,neutral,"deitado, gesticulando",1,elemento_grafico
1160,38.666666666666664,1,neutral,deitado,1,elemento_grafico
1165,38.833333333333336,1,sad,deitado,1,elemento_grafico
1170,39.0,1,neutral,deitado,1,elemento_grafico
1175,39.166666666666664,1,sad,deitado,2,"careta_exagerada, elemento_grafico"
1180,39.333333333333336,1,sad,deitado,1,elemento_grafico
1185,39.5,1,neutral,deitado,1,elemento_grafico
1190,39.666666666666664,1,neutral,"deitado, gesticulando",1,elemento_grafico
1195,39.833333333333336,1,neutral,deitado,1,elemento_grafico
1200,40.0,1,sad,deitado,1,elemento_grafico
1205,40.166666666666664,1,neutral,gesticulando,1,elemento_grafico
1210,40.333333333333336,1,neutral,,1,elemento_grafico
1215,40.5,1,happy,"deitado, gesticulando",1,elemento_grafico
1220,40.666666666666664,1,angry,deitado,1,elemento_grafico
1225,40.833333333333336,1,angry,"deitado, gesticulando",1,elemento_grafico
1230,41.0,1,fear,deitado,1,elemento_grafico
1235,41.166666666666664,1,fear,deitado,3,"careta_exagerada, careta_exagerada, elemento_grafico"
1240,41.333333333333336,1,fear,"deitado, gesticulando",3,"careta_exagerada, careta_exagerada, elemento_grafico"
1245,41.5,1,angry,deitado,1,elemento_grafico
1250,41.666666666666664,1,neutral,"deitado, gesticulando",1,elemento_grafico
1255,41.833333333333336,1,fear,"deitado, gesticulando",3,"careta_exagerada, careta_exagerada, elemento_grafico"
1260,42.0,1,sad,"deitado, gesticulando",3,"elemento_grafico, movimento_brusco, padrao_visual_anomalo"
1265,42.166666666666664,1,neutral,deitado,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1270,42.333333333333336,1,sad,"deitado, gesticulando",3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1275,42.5,1,fear,,4,"careta_exagerada, careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1280,42.666666666666664,1,sad,deitado,2,"elemento_grafico, padrao_visual_anomalo"
1285,42.833333333333336,1,angry,deitado,2,"elemento_grafico, padrao_visual_anomalo"
1290,43.0,1,fear,deitado,2,"elemento_grafico, padrao_visual_anomalo"
1295,43.166666666666664,1,angry,,1,elemento_grafico
1300,43.333333333333336,1,sad,,2,"elemento_grafico, padrao_visual_anomalo"
1305,43.5,1,sad,dancando,2,"elemento_grafico, padrao_visual_anomalo"
1310,43.666666666666664,1,fear,dancando,2,"elemento_grafico, padrao_visual_anomalo"
1315,43.833333333333336,1,happy,gesticulando,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1320,44.0,1,sad,gesticulando,2,"elemento_grafico, padrao_visual_anomalo"
1325,44.166666666666664,1,angry,,2,"careta_exagerada, elemento_grafico"
1330,44.333333333333336,1,sad,gesticulando,2,"elemento_grafico, padrao_visual_anomalo"
1335,44.5,1,fear,gesticulando,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1340,44.666666666666664,1,angry,gesticulando,2,"elemento_grafico, padrao_visual_anomalo"
1345,44.833333333333336,1,fear,,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1350,45.0,1,fear,,4,"careta_exagerada, careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1355,45.166666666666664,1,disgust,,2,"elemento_grafico, padrao_visual_anomalo"
1360,45.333333333333336,1,sad,,2,"elemento_grafico, padrao_visual_anomalo"
1365,45.5,1,fear,gesticulando,3,"careta_exagerada, careta_exagerada, elemento_grafico"
1370,45.666666666666664,1,fear,,2,"elemento_grafico, padrao_visual_anomalo"
1375,45.833333333333336,1,fear,gesticulando,3,"careta_exagerada, careta_exagerada, elemento_grafico"
1380,46.0,1,sad,gesticulando,2,"elemento_grafico, padrao_visual_anomalo"
1385,46.166666666666664,1,sad,,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1390,46.333333333333336,1,sad,,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1395,46.5,1,angry,gesticulando,2,"elemento_grafico, padrao_visual_anomalo"
1400,46.666666666666664,1,fear,gesticulando,2,"elemento_grafico, padrao_visual_anomalo"
1405,46.833333333333336,1,sad,,2,"careta_exagerada, elemento_grafico"
1410,47.0,1,sad,gesticulando,2,"elemento_grafico, padrao_visual_anomalo"
1415,47.166666666666664,1,sad,gesticulando,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1420,47.333333333333336,1,sad,gesticulando,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1425,47.5,1,happy,em_pe,1,elemento_grafico
1430,47.666666666666664,1,sad,"caminhando, gesticulando",3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1435,47.833333333333336,1,sad,caminhando,1,elemento_grafico
1440,48.0,1,happy,correndo,3,"elemento_grafico, movimento_brusco, padrao_visual_anomalo"
1445,48.166666666666664,1,neutral,"em_pe, dancando",1,elemento_grafico
1450,48.333333333333336,1,fear,"em_pe, dancando",2,"careta_exagerada, elemento_grafico"
1455,48.5,1,neutral,"em_pe, dancando",1,elemento_grafico
1460,48.666666666666664,1,happy,"em_pe, dancando, gesticulando",2,"careta_exagerada, elemento_grafico"
1465,48.833333333333336,1,happy,"em_pe, dancando",2,"careta_exagerada, elemento_grafico"
1470,49.0,1,happy,"em_pe, dancando",2,"careta_exagerada, elemento_grafico"
1475,49.166666666666664,1,happy,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
1480,49.333333333333336,1,happy,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
1485,49.5,1,happy,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
1490,49.666666666666664,1,happy,"caminhando, dancando",2,"careta_exagerada, elemento_grafico"
1495,49.833333333333336,1,happy,caminhando,2,"careta_exagerada, elemento_grafico"
1500,50.0,1,happy,caminhando,1,elemento_grafico
1505,50.166666666666664,1,happy,caminhando,1,elemento_grafico
1510,50.333333333333336,1,happy,caminhando,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1515,50.5,1,happy,"em_pe, gesticulando",1,elemento_grafico
1520,50.666666666666664,1,happy,"caminhando, gesticulando",2,"careta_exagerada, elemento_grafico"
1525,50.833333333333336,1,happy,caminhando,1,elemento_grafico
1530,51.0,1,fear,"caminhando, gesticulando",1,elemento_grafico
1535,51.166666666666664,1,happy,caminhando,2,"careta_exagerada, elemento_grafico"
1540,51.333333333333336,1,happy,"caminhando, gesticulando",2,"careta_exagerada, elemento_grafico"
1545,51.5,1,happy,caminhando,1,elemento_grafico
1550,51.666666666666664,1,happy,caminhando,1,elemento_grafico
1555,51.833333333333336,1,neutral,caminhando,2,"careta_exagerada, elemento_grafico"
1560,52.0,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1565,52.166666666666664,1,neutral,caminhando,1,elemento_grafico
1570,52.333333333333336,1,happy,caminhando,1,elemento_grafico
1575,52.5,1,neutral,"caminhando, gesticulando",1,elemento_grafico
1580,52.666666666666664,1,neutral,em_pe,1,elemento_grafico
1585,52.833333333333336,1,neutral,caminhando,1,elemento_grafico
1590,53.0,1,happy,"em_pe, gesticulando",1,elemento_grafico
1595,53.166666666666664,1,happy,"caminhando, gesticulando",1,elemento_grafico
1600,53.333333333333336,1,neutral,em_pe,1,elemento_grafico
1605,53.5,1,neutral,"em_pe, gesticulando",1,elemento_grafico
1610,53.666666666666664,1,happy,caminhando,1,elemento_grafico
1615,53.833333333333336,1,angry,em_pe,1,elemento_grafico
1620,54.0,1,neutral,correndo,4,"careta_exagerada, elemento_grafico, movimento_brusco, padrao_visual_anomalo"
1625,54.166666666666664,1,neutral,"em_pe, dancando",2,"careta_exagerada, elemento_grafico"
1630,54.333333333333336,1,neutral,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
1635,54.5,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1640,54.666666666666664,1,neutral,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
1645,54.833333333333336,1,neutral,em_pe,1,elemento_grafico
1650,55.0,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1655,55.166666666666664,1,neutral,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
1660,55.333333333333336,1,neutral,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
1665,55.5,1,neutral,em_pe,1,elemento_grafico
1670,55.666666666666664,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1675,55.833333333333336,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1680,56.0,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1685,56.166666666666664,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1690,56.333333333333336,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1695,56.5,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
1700,56.666666666666664,1,surprise,em_pe,1,elemento_grafico
1705,56.833333333333336,1,happy,em_pe,2,"careta_exagerada, elemento_grafico"
1710,57.0,0,,"correndo, gesticulando",9,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, movimento_brusco, padrao_visual_anomalo"
1715,57.166666666666664,0,,em_pe,8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1720,57.333333333333336,0,,em_pe,8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
