frame_number,timestamp,faces_count,emotions,activities,anomaly_count,anomaly_types
1725,57.5,0,,"caminhando, gesticulando",8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1730,57.666666666666664,0,,caminhando,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1735,57.833333333333336,0,,em_pe,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1740,58.0,0,,"em_pe, dancando, gesticulando",6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1745,58.166666666666664,0,,"em_pe, dancando",6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1750,58.333333333333336,0,,"em_pe, dancando",8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1755,58.5,0,,"sentado, dancando, gesticulando",8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1760,58.666666666666664,0,,dancando,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1765,58.833333333333336,0,,caminhando,10,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1770,59.0,0,,caminhando,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1775,59.166666666666664,1,sad,em_pe,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1780,59.333333333333336,0,,caminhando,8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1785,59.5,0,,caminhando,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1790,59.666666666666664,0,,em_pe,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1795,59.833333333333336,0,,gesticulando,8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1800,60.0,0,,gesticulando,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1805,60.166666666666664,0,,caminhando,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1810,60.333333333333336,0,,caminhando,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1815,60.5,0,,,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1820,60.666666666666664,0,,,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1825,60.833333333333336,0,,,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1830,61.0,0,,gesticulando,2,"elemento_grafico, movimento_brusco"
1835,61.166666666666664,0,,dancando,1,elemento_grafico
1840,61.333333333333336,0,,"dancando, gesticulando",1,elemento_grafico
1845,61.5,0,,dancando,1,elemento_grafico
1850,61.666666666666664,0,,dancando,1,elemento_grafico
1855,61.833333333333336,0,,dancando,1,elemento_grafico
1860,62.0,0,,,1,elemento_grafico
1865,62.166666666666664,0,,,1,elemento_grafico
1870,62.333333333333336,0,,,1,elemento_grafico
1875,62.5,0,,,1,elemento_grafico
1880,62.666666666666664,0,,,1,elemento_grafico
1885,62.833333333333336,0,,gesticulando,1,elemento_grafico
1890,63.0,0,,gesticulando,1,elemento_grafico
1895,63.166666666666664,0,,,1,elemento_grafico
1900,63.333333333333336,0,,,1,elemento_grafico
1905,63.5,0,,,1,elemento_grafico
1910,63.666666666666664,0,,,1,elemento_grafico
1915,63.833333333333336,0,,gesticulando,1,elemento_grafico
1920,64.0,0,,,1,elemento_grafico
1925,64.16666666666667,0,,,1,elemento_grafico
1930,64.33333333333333,0,,,1,elemento_grafico
1935,64.5,0,,,1,elemento_grafico
1940,64.66666666666667,0,,,1,elemento_grafico
1945,64.83333333333333,0,,,1,elemento_grafico
1950,65.0,0,,,1,elemento_grafico
1955,65.16666666666667,0,,,1,elemento_grafico
1960,65.33333333333333,0,,,1,elemento_grafico
1965,65.5,0,,,1,elemento_grafico
1970,65.66666666666667,0,,,1,elemento_grafico
1975,65.83333333333333,0,,,1,elemento_grafico
1980,66.0,0,,,1,elemento_grafico
1985,66.16666666666667,0,,,1,elemento_grafico
1990,66.33333333333333,0,,gesticulando,1,elemento_grafico
1995,66.5,0,,,1,elemento_grafico
2000,66.66666666666667,0,,,1,elemento_grafico
2005,66.83333333333333,0,,,1,elemento_grafico
2010,67.0,0,,gesticulando,3,"elemento_grafico, movimento_brusco, padrao_visual_anomalo"
2015,67.16666666666667,0,,,1,elemento_grafico
2020,67.33333333333333,0,,,1,elemento_grafico
2025,67.5,0,,gesticulando,1,elemento_grafico
2030,67.66666666666667,0,,,1,elemento_grafico
2035,67.83333333333333,0,,,1,elemento_grafico
2040,68.0,0,,,1,elemento_grafico
2045,68.16666666666667,0,,,1,elemento_grafico
2050,68.33333333333333,0,,,1,elemento_grafico
2055,68.5,0,,gesticulando,1,elemento_grafico
2060,68.66666666666667,0,,,1,elemento_grafico
2065,68.83333333333333,0,,,1,elemento_grafico
2070,69.0,0,,,1,elemento_grafico
2075,69.16666666666667,0,,,1,elemento_grafico
2080,69.33333333333333,0,,gesticulando,1,elemento_grafico
2085,69.5,0,,,1,elemento_grafico
2090,69.66666666666667,0,,,1,elemento_grafico
2095,69.83333333333333,0,,gesticulando,1,elemento_grafico
2100,70.0,0,,,1,elemento_grafico
2105,70.16666666666667,0,,,1,elemento_grafico
2110,70.33333333333333,0,,,1,elemento_grafico
2115,70.5,0,,,1,elemento_grafico
2120,70.66666666666667,0,,gesticulando,1,elemento_grafico
2125,70.83333333333333,0,,gesticulando,1,elemento_grafico
2130,71.0,0,,,1,elemento_grafico
2135,71.16666666666667,0,,,1,elemento_grafico
2140,71.33333333333333,0,,,1,elemento_grafico
2145,71.5,0,,,1,elemento_grafico
2150,71.66666666666667,0,,,1,elemento_grafico
2155,71.83333333333333,0,,gesticulando,1,elemento_grafico
2160,72.0,0,,,1,elemento_grafico
2165,72.16666666666667,0,,,1,elemento_grafico
2170,72.33333333333333,0,,,1,elemento_grafico
2175,72.5,0,,,1,elemento_grafico
2180,72.66666666666667,0,,,1,elemento_grafico
2185,72.83333333333333,0,,,1,elemento_grafico
2190,73.0,0,,deitado,1,elemento_grafico
2195,73.16666666666667,0,,gesticulando,1,elemento_grafico
2200,73.33333333333333,0,,,1,elemento_grafico
2205,73.5,0,,gesticulando,1,elemento_grafico
2210,73.66666666666667,0,,,1,elemento_grafico
2215,73.83333333333333,0,,,1,elemento_grafico
2220,74.0,0,,,1,elemento_grafico
2225,74.16666666666667,0,,,1,elemento_grafico
2230,74.33333333333333,0,,,1,elemento_grafico
2235,74.5,0,,,1,elemento_grafico
2240,74.66666666666667,0,,"dancando, gesticulando",1,elemento_grafico
2245,74.83333333333333,0,,,1,elemento_grafico
2250,75.0,0,,,1,elemento_grafico
2255,75.16666666666667,0,,gesticulando,1,elemento_grafico
2260,75.33333333333333,0,,,1,elemento_grafico
2265,75.5,0,,gesticulando,1,elemento_grafico
2270,75.66666666666667,0,,gesticulando,1,elemento_grafico
2275,75.83333333333333,0,,,1,elemento_grafico
2280,76.0,0,,,1,elemento_grafico
2285,76.16666666666667,0,,,1,elemento_grafico
2290,76.33333333333333,0,,,1,elemento_grafico
2295,76.5,0,,,1,elemento_grafico
2300,76.66666666666667,0,,,1,elemento_grafico
2305,76.83333333333333,0,,gesticulando,1,elemento_grafico
2310,77.0,0,,,1,elemento_grafico
2315,77.16666666666667,0,,gesticulando,1,elemento_grafico
2320,77.33333333333333,0,,,1,elemento_grafico
2325,77.5,0,,gesticulando,1,elemento_grafico
2330,77.66666666666667,0,,,1,elemento_grafico
2335,77.83333333333333,0,,,1,elemento_grafico
2340,78.0,0,,,1,elemento_grafico
2345,78.16666666666667,0,,gesticulando,1,elemento_grafico
2350,78.33333333333333,0,,,1,elemento_grafico
2355,78.5,0,,gesticulando,1,elemento_grafico
2360,78.66666666666667,0,,gesticulando,1,elemento_grafico
2365,78.83333333333333,0,,,1,elemento_grafico
2370,79.0,1,fear,,3,"careta_exagerada, elemento_grafico, movimento_brusco"
2375,79.16666666666667,1,happy,"em_pe, dancando",1,elemento_grafico
2380,79.33333333333333,1,fear,"em_pe, dancando",2,"careta_exagerada, elemento_grafico"
2385,79.5,1,fear,em_pe,2,"careta_exagerada, elemento_grafico"
2390,79.66666666666667,1,fear,"em_pe, gesticulando",1,elemento_grafico
2395,79.83333333333333,1,fear,em_pe,3,"careta_exagerada, careta_exagerada, elemento_grafico"
2400,80.0,0,,correndo,2,"elemento_grafico, movimento_brusco"
2405,80.16666666666667,0,,"caminhando, dancando",1,elemento_grafico
2410,80.33333333333333,0,,"caminhando, dancando, gesticulando",1,elemento_grafico
2415,80.5,0,,dancando,1,elemento_grafico
2420,80.66666666666667,0,,dancando,1,elemento_grafico
2425,80.83333333333333,0,,"dancando, gesticulando",1,elemento_grafico
2430,81.0,0,,"caminhando, dancando",1,elemento_grafico
2435,81.16666666666667,0,,dancando,1,elemento_grafico
2440,81.33333333333333,0,,"dancando, gesticulando",1,elemento_grafico
2445,81.5,0,,dancando,1,elemento_grafico
2450,81.66666666666667,0,,"dancando, gesticulando",1,elemento_grafico
2455,81.83333333333333,0,,,1,elemento_grafico
2460,82.0,1,sad,gesticulando,2,"careta_exagerada, elemento_grafico"
2465,82.16666666666667,0,,"caminhando, gesticulando",1,elemento_grafico
2470,82.33333333333333,1,sad,"caminhando, gesticulando",1,elemento_grafico
2475,82.5,0,,caminhando,1,elemento_grafico
2480,82.66666666666667,1,sad,"caminhando, gesticulando",2,"careta_exagerada, elemento_grafico"
2485,82.83333333333333,1,sad,gesticulando,1,elemento_grafico
2490,83.0,1,angry,caminhando,1,elemento_grafico
2495,83.16666666666667,1,sad,"caminhando, gesticulando",2,"careta_exagerada, elemento_grafico"
2500,83.33333333333333,1,sad,caminhando,2,"careta_exagerada, elemento_grafico"
2505,83.5,0,,trabalhando_computador,1,elemento_grafico
2510,83.66666666666667,1,sad,gesticulando,2,"careta_exagerada, elemento_grafico"
2515,83.83333333333333,0,,,1,elemento_grafico
2520,84.0,0,,,1,elemento_grafico
2525,84.16666666666667,0,,,1,elemento_grafico
2530,84.33333333333333,0,,trabalhando_computador,1,elemento_grafico
2535,84.5,0,,"trabalhando_computador, gesticulando",1,elemento_grafico
2540,84.66666666666667,1,sad,"trabalhando_computador, gesticulando",2,"careta_exagerada, elemento_grafico"
2545,84.83333333333333,0,,"trabalhando_computador, gesticulando",1,elemento_grafico
2550,85.0,0,,"trabalhando_computador, gesticulando",1,elemento_grafico
2555,85.16666666666667,0,,trabalhando_computador,1,elemento_grafico
2560,85.33333333333333,0,,trabalhando_computador,1,elemento_grafico
2565,85.5,0,,trabalhando_computador,1,elemento_grafico
2570,85.66666666666667,0,,"trabalhando_computador, gesticulando",1,elemento_grafico
2575,85.83333333333333,1,fear,,2,"careta_exagerada, elemento_grafico"
2580,86.0,0,,,1,elemento_grafico
2585,86.16666666666667,0,,dancando,1,elemento_grafico
2590,86.33333333333333,0,,dancando,1,elemento_grafico
2595,86.5,0,,dancando,1,elemento_grafico
2600,86.66666666666667,0,,dancando,1,elemento_grafico
2605,86.83333333333333,0,,dancando,1,elemento_grafico
2610,87.0,0,,dancando,1,elemento_grafico
2615,87.16666666666667,0,,dancando,1,elemento_grafico
2620,87.33333333333333,0,,"dancando, gesticulando",1,elemento_grafico
2625,87.5,0,,"dancando, gesticulando",1,elemento_grafico
2630,87.66666666666667,0,,dancando,1,elemento_grafico
2635,87.83333333333333,0,,gesticulando,1,elemento_grafico
2640,88.0,0,,,1,elemento_grafico
2645,88.16666666666667,0,,gesticulando,1,elemento_grafico
2650,88.33333333333333,0,,,1,elemento_grafico
2655,88.5,1,happy,,1,elemento_grafico
2660,88.66666666666667,1,sad,,2,"careta_exagerada, elemento_grafico"
2665,88.83333333333333,0,,,1,elemento_grafico
2670,89.0,0,,,1,elemento_grafico
2675,89.16666666666667,0,,gesticulando,1,elemento_grafico
2680,89.33333333333333,0,,,1,elemento_grafico
2685,89.5,0,,,1,elemento_grafico
2690,89.66666666666667,0,,gesticulando,1,elemento_grafico
2695,89.83333333333333,0,,,1,elemento_grafico
2700,90.0,1,sad,gesticulando,1,elemento_grafico
2705,90.16666666666667,0,,,1,elemento_grafico
2710,90.33333333333333,0,,,1,elemento_grafico
2715,90.5,0,,,1,elemento_grafico
2720,90.66666666666667,0,,,1,elemento_grafico
2725,90.83333333333333,0,,,1,elemento_grafico
2730,91.0,0,,,1,elemento_grafico
2735,91.16666666666667,0,,,1,elemento_grafico
2740,91.33333333333333,0,,,1,elemento_grafico
2745,91.5,0,,gesticulando,1,elemento_grafico
2750,91.66666666666667,0,,gesticulando,1,elemento_grafico
2755,91.83333333333333,0,,,1,elemento_grafico
2760,92.0,0,,,2,"elemento_grafico, movimento_brusco"
2765,92.16666666666667,0,,,1,elemento_grafico
2770,92.33333333333333,0,,,1,elemento_grafico
2775,92.5,0,,,1,elemento_grafico
2780,92.66666666666667,0,,,1,elemento_grafico
2785,92.83333333333333,0,,,1,elemento_grafico
2790,93.0,0,,,1,elemento_grafico
2795,93.16666666666667,0,,,1,elemento_grafico
2800,93.33333333333333,0,,,1,elemento_grafico
2805,93.5,0,,,1,elemento_grafico
2810,93.66666666666667,0,,,1,elemento_grafico
2815,93.83333333333333,0,,,1,elemento_grafico
2820,94.0,0,,,1,elemento_grafico
2825,94.16666666666667,0,,,1,elemento_grafico
2830,94.33333333333333,0,,,1,elemento_grafico
2835,94.5,0,,,1,elemento_grafico
2840,94.66666666666667,0,,,1,elemento_grafico
2845,94.83333333333333,0,,,1,elemento_grafico
2850,95.0,0,,,1,elemento_grafico
2855,95.16666666666667,0,,,1,elemento_grafico
2860,95.33333333333333,0,,,1,elemento_grafico
2865,95.5,0,,,1,elemento_grafico
2870,95.66666666666667,0,,,1,elemento_grafico
2875,95.83333333333333,0,,,1,elemento_grafico
2880,96.0,0,,,1,elemento_grafico
2885,96.16666666666667,0,,,1,elemento_grafico
2890,96.33333333333333,0,,,1,elemento_grafico
2895,96.5,0,,,1,elemento_grafico
2900,96.66666666666667,0,,,1,elemento_grafico
2905,96.83333333333333,0,,,1,elemento_grafico
2910,97.0,0,,,1,elemento_grafico
2915,97.16666666666667,0,,deitado,1,elemento_grafico
2920,97.33333333333333,0,,"deitado, gesticulando",1,elemento_grafico
2925,97.5,0,,,1,elemento_grafico
2930,97.66666666666667,0,,,1,elemento_grafico
2935,97.83333333333333,0,,,1,elemento_grafico
2940,98.0,0,,"deitado, gesticulando",2,"elemento_grafico, movimento_brusco"
2945,98.16666666666667,0,,deitado,1,elemento_grafico
2950,98.33333333333333,0,,"deitado, gesticulando",1,elemento_grafico
2955,98.5,0,,,1,elemento_grafico
2960,98.66666666666667,0,,,1,elemento_grafico
2965,98.83333333333333,0,,,1,elemento_grafico
2970,99.0,0,,,1,elemento_grafico
2975,99.16666666666667,0,,,1,elemento_grafico
2980,99.33333333333333,0,,,1,elemento_grafico
2985,99.5,0,,,1,elemento_grafico
2990,99.66666666666667,0,,,1,elemento_grafico
2995,99.83333333333333,0,,,1,elemento_grafico
3000,100.0,0,,,1,elemento_grafico
3005,100.16666666666667,0,,,1,elemento_grafico
3010,100.33333333333333,0,,,1,elemento_grafico
3015,100.5,0,,dancando,1,elemento_grafico
3020,100.66666666666667,0,,dancando,1,elemento_grafico
3025,100.83333333333333,0,,"deitado, dancando",1,elemento_grafico
3030,101.0,0,,dancando,1,elemento_grafico
3035,101.16666666666667,0,,dancando,1,elemento_grafico
3040,101.33333333333333,0,,"deitado, dancando",1,elemento_grafico
3045,101.5,0,,"deitado, gesticulando",1,elemento_grafico
3050,101.66666666666667,0,,,1,elemento_grafico
3055,101.83333333333333,0,,,1,elemento_grafico
3060,102.0,0,,,1,elemento_grafico
3065,102.16666666666667,0,,gesticulando,1,elemento_grafico
3070,102.33333333333333,0,,,1,elemento_grafico
3075,102.5,1,fear,,2,"careta_exagerada, elemento_grafico"
3080,102.66666666666667,0,,,1,elemento_grafico
3085,102.83333333333333,0,,,1,elemento_grafico
3090,103.0,0,,,1,elemento_grafico
3095,103.16666666666667,0,,,1,elemento_grafico
3100,103.33333333333333,0,,,1,elemento_grafico
3105,103.5,0,,,1,elemento_grafico
3110,103.66666666666667,0,,,1,elemento_grafico
3115,103.83333333333333,0,,,1,elemento_grafico
3120,104.0,0,,,3,"elemento_grafico, movimento_brusco, padrao_visual_anomalo"
3125,104.16666666666667,0,,,1,elemento_grafico
3130,104.33333333333333,0,,caminhando,1,elemento_grafico
3135,104.5,0,,caminhando,1,elemento_grafico
3140,104.66666666666667,0,,caminhando,1,elemento_grafico
3145,104.83333333333333,0,,em_pe,1,elemento_grafico
3150,105.0,0,,"trabalhando_computador, gesticulando",1,elemento_grafico
3155,105.16666666666667,0,,,1,elemento_grafico
3160,105.33333333333333,0,,"dancando, gesticulando",1,elemento_grafico
3165,105.5,0,,"trabalhando_computador, dancando, gesticulando",1,elemento_grafico
3170,105.66666666666667,0,,"dancando, gesticulando",1,elemento_grafico
3175,105.83333333333333,0,,,1,elemento_grafico
3180,106.0,0,,,1,elemento_grafico
3185,106.16666666666667,0,,,1,elemento_grafico
3190,106.33333333333333,0,,em_pe,1,elemento_grafico
3195,106.5,0,,"caminhando, gesticulando",1,elemento_grafico
3200,106.66666666666667,0,,caminhando,1,elemento_grafico
3205,106.83333333333333,0,,caminhando,1,elemento_grafico
3210,107.0,0,,caminhando,1,elemento_grafico
3215,107.16666666666667,0,,caminhando,1,elemento_grafico
3220,107.33333333333333,1,surprise,,2,"careta_exagerada, elemento_grafico"
3225,107.5,0,,gesticulando,1,elemento_grafico
3230,107.66666666666667,0,,gesticulando,1,elemento_grafico
3235,107.83333333333333,0,,gesticulando,1,elemento_grafico
3240,108.0,0,,"caminhando, gesticulando",1,elemento_grafico
3245,108.16666666666667,0,,"em_pe, gesticulando",1,elemento_grafico
3250,108.33333333333333,0,,,2,"elemento_grafico, padrao_visual_anomalo"
3255,108.5,0,,caminhando,1,elemento_grafico
3260,108.66666666666667,0,,caminhando,1,elemento_grafico
3265,108.83333333333333,0,,,1,elemento_grafico
3270,109.0,0,,,1,elemento_grafico
3275,109.16666666666667,0,,gesticulando,1,elemento_grafico
3280,109.33333333333333,0,,gesticulando,1,elemento_grafico
3285,109.5,0,,,1,elemento_grafico
3290,109.66666666666667,0,,,1,elemento_grafico
3295,109.83333333333333,0,,"caminhando, gesticulando",1,elemento_grafico
3300,110.0,1,angry,,2,"elemento_grafico, movimento_brusco"
3305,110.16666666666667,1,angry,"em_pe, dancando",1,elemento_grafico
3310,110.33333333333333,1,fear,"em_pe, dancando",1,elemento_grafico
3315,110.5,1,angry,"em_pe, dancando, gesticulando",1,elemento_grafico
3320,110.66666666666667,1,sad,"em_pe, dancando",1,elemento_grafico
3325,110.83333333333333,1,fear,em_pe,1,elemento_grafico
