frame_number,timestamp,faces_count,emotions,activities,anomaly_count,anomaly_types
764,25.466666666666665,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
766,25.533333333333335,1,neutral,em_pe,1,elemento_grafico
768,25.6,1,neutral,em_pe,1,elemento_grafico
770,25.666666666666668,1,neutral,"em_pe, gesticulando",1,elemento_grafico
772,25.733333333333334,1,neutral,"em_pe, gesticulando",1,elemento_grafico
774,25.8,1,neutral,em_pe,1,elemento_grafico
776,25.866666666666667,1,neutral,em_pe,1,elemento_grafico
778,25.933333333333334,1,neutral,em_pe,1,elemento_grafico
780,26.0,1,neutral,em_pe,1,elemento_grafico
782,26.066666666666666,1,neutral,em_pe,1,elemento_grafico
784,26.133333333333333,1,neutral,em_pe,1,elemento_grafico
786,26.2,1,neutral,"em_pe, gesticulando",1,elemento_grafico
788,26.266666666666666,1,neutral,"em_pe, gesticulando",1,elemento_grafico
790,26.333333333333332,1,neutral,"em_pe, gesticulando",1,elemento_grafico
792,26.4,1,neutral,em_pe,1,elemento_grafico
794,26.466666666666665,1,neutral,em_pe,1,elemento_grafico
796,26.533333333333335,1,neutral,em_pe,1,elemento_grafico
798,26.6,1,neutral,em_pe,1,elemento_grafico
800,26.666666666666668,1,neutral,em_pe,1,elemento_grafico
802,26.733333333333334,1,neutral,em_pe,1,elemento_grafico
804,26.8,1,neutral,em_pe,1,elemento_grafico
806,26.866666666666667,1,neutral,em_pe,1,elemento_grafico
808,26.933333333333334,1,neutral,em_pe,1,elemento_grafico
810,27.0,1,neutral,"em_pe, gesticulando",1,elemento_grafico
812,27.066666666666666,1,neutral,"em_pe, gesticulando",1,elemento_grafico
814,27.133333333333333,1,neutral,"em_pe, gesticulando",1,elemento_grafico
816,27.2,1,neutral,em_pe,1,elemento_grafico
818,27.266666666666666,1,neutral,em_pe,1,elemento_grafico
820,27.333333333333332,1,neutral,"em_pe, gesticulando",1,elemento_grafico
822,27.4,1,neutral,em_pe,1,elemento_grafico
824,27.466666666666665,1,neutral,em_pe,1,elemento_grafico
826,27.533333333333335,1,neutral,em_pe,2,"careta_exagerada, elemento_grafico"
828,27.6,1,neutral,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
830,27.666666666666668,1,neutral,em_pe,1,elemento_grafico
832,27.733333333333334,1,neutral,"em_pe, gesticulando",1,elemento_grafico
834,27.8,1,neutral,"em_pe, gesticulando",1,elemento_grafico
836,27.866666666666667,1,neutral,em_pe,1,elemento_grafico
838,27.933333333333334,1,neutral,"em_pe, gesticulando",1,elemento_grafico
840,28.0,1,neutral,em_pe,1,elemento_grafico
842,28.066666666666666,1,neutral,"em_pe, gesticulando",1,elemento_grafico
844,28.133333333333333,1,neutral,em_pe,1,elemento_grafico
846,28.2,1,neutral,em_pe,1,elemento_grafico
848,28.266666666666666,1,neutral,em_pe,1,elemento_grafico
850,28.333333333333332,1,neutral,em_pe,1,elemento_grafico
852,28.4,1,neutral,"em_pe, gesticulando",1,elemento_grafico
854,28.466666666666665,1,neutral,"em_pe, gesticulando",1,elemento_grafico
856,28.533333333333335,1,neutral,"em_pe, gesticulando",1,elemento_grafico
858,28.6,1,sad,em_pe,1,elemento_grafico
860,28.666666666666668,1,neutral,em_pe,1,elemento_grafico
862,28.733333333333334,1,neutral,em_pe,1,elemento_grafico
864,28.8,1,neutral,"em_pe, gesticulando",1,elemento_grafico
866,28.866666666666667,1,neutral,"em_pe, gesticulando",1,elemento_grafico
868,28.933333333333334,1,sad,em_pe,1,elemento_grafico
870,29.0,1,sad,"em_pe, gesticulando",1,elemento_grafico
872,29.066666666666666,1,sad,em_pe,1,elemento_grafico
874,29.133333333333333,1,sad,"em_pe, gesticulando",1,elemento_grafico
876,29.2,1,sad,em_pe,1,elemento_grafico
878,29.266666666666666,1,sad,em_pe,1,elemento_grafico
880,29.333333333333332,1,sad,em_pe,1,elemento_grafico
882,29.4,1,sad,em_pe,1,elemento_grafico
884,29.466666666666665,1,sad,"em_pe, gesticulando",1,elemento_grafico
886,29.533333333333335,1,sad,em_pe,1,elemento_grafico
888,29.6,1,sad,"em_pe, gesticulando",1,elemento_grafico
890,29.666666666666668,1,sad,em_pe,1,elemento_grafico
892,29.733333333333334,1,neutral,em_pe,1,elemento_grafico
894,29.8,1,sad,"em_pe, gesticulando",1,elemento_grafico
896,29.866666666666667,1,sad,em_pe,1,elemento_grafico
898,29.933333333333334,1,sad,"em_pe, gesticulando",1,elemento_grafico
900,30.0,1,surprise,correndo,3,"careta_exagerada, elemento_grafico, movimento_brusco"
902,30.066666666666666,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
904,30.133333333333333,1,surprise,em_pe,1,elemento_grafico
906,30.2,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
908,30.266666666666666,1,surprise,em_pe,1,elemento_grafico
910,30.333333333333332,1,surprise,em_pe,1,elemento_grafico
912,30.4,1,surprise,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
914,30.466666666666665,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
916,30.533333333333335,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
918,30.6,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
920,30.666666666666668,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
922,30.733333333333334,1,surprise,"em_pe, gesticulando",3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
924,30.8,1,surprise,em_pe,1,elemento_grafico
926,30.866666666666667,1,surprise,caminhando,2,"careta_exagerada, elemento_grafico"
928,30.933333333333334,1,surprise,caminhando,1,elemento_grafico
930,31.0,1,surprise,caminhando,1,elemento_grafico
932,31.066666666666666,1,surprise,"caminhando, gesticulando",1,elemento_grafico
934,31.133333333333333,1,surprise,"caminhando, gesticulando",2,"careta_exagerada, elemento_grafico"
936,31.2,1,surprise,caminhando,2,"careta_exagerada, elemento_grafico"
938,31.266666666666666,1,surprise,caminhando,1,elemento_grafico
940,31.333333333333332,1,surprise,"caminhando, gesticulando",1,elemento_grafico
942,31.4,1,surprise,caminhando,1,elemento_grafico
944,31.466666666666665,1,surprise,em_pe,1,elemento_grafico
946,31.533333333333335,1,surprise,"em_pe, gesticulando",1,elemento_grafico
948,31.6,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
950,31.666666666666668,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
952,31.733333333333334,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
954,31.8,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
956,31.866666666666667,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
958,31.933333333333334,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
960,32.0,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
962,32.06666666666667,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
964,32.13333333333333,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
966,32.2,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
968,32.266666666666666,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
970,32.333333333333336,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
972,32.4,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
974,32.46666666666667,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
976,32.53333333333333,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
978,32.6,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
980,32.666666666666664,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
982,32.733333333333334,1,surprise,"em_pe, gesticulando",1,elemento_grafico
984,32.8,1,surprise,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
986,32.86666666666667,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
988,32.93333333333333,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
990,33.0,1,surprise,em_pe,1,elemento_grafico
992,33.06666666666667,1,surprise,"em_pe, gesticulando",1,elemento_grafico
994,33.13333333333333,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
996,33.2,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
998,33.266666666666666,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1000,33.333333333333336,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1002,33.4,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
1004,33.46666666666667,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1006,33.53333333333333,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
1008,33.6,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1010,33.666666666666664,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
1012,33.733333333333334,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1014,33.8,1,surprise,em_pe,1,elemento_grafico
1016,33.86666666666667,1,surprise,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
1018,33.93333333333333,1,surprise,em_pe,1,elemento_grafico
1020,34.0,1,surprise,"em_pe, gesticulando",2,"careta_exagerada, elemento_grafico"
1022,34.06666666666667,1,surprise,em_pe,1,elemento_grafico
1024,34.13333333333333,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
1026,34.2,1,surprise,em_pe,1,elemento_grafico
1028,34.266666666666666,1,surprise,em_pe,1,elemento_grafico
1030,34.333333333333336,1,surprise,em_pe,1,elemento_grafico
1032,34.4,1,surprise,em_pe,2,"careta_exagerada, elemento_grafico"
1034,34.46666666666667,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1036,34.53333333333333,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1038,34.6,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1040,34.666666666666664,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1042,34.733333333333334,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
1044,34.8,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1046,34.86666666666667,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
1048,34.93333333333333,1,surprise,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
1050,35.0,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1052,35.06666666666667,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1054,35.13333333333333,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1056,35.2,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1058,35.266666666666666,1,surprise,em_pe,1,elemento_grafico
1060,35.333333333333336,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1062,35.4,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1064,35.46666666666667,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1066,35.53333333333333,1,fear,"em_pe, gesticulando",2,"elemento_grafico, padrao_visual_anomalo"
1068,35.6,1,fear,"em_pe, gesticulando",1,elemento_grafico
1070,35.666666666666664,1,fear,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1072,35.733333333333334,1,fear,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1074,35.8,1,surprise,em_pe,2,"elemento_grafico, padrao_visual_anomalo"
1076,35.86666666666667,1,surprise,em_pe,3,"careta_exagerada, elemento_grafico, padrao_visual_anomalo"
1078,35.93333333333333,1,surprise,em_pe,1,elemento_grafico
1080,36.0,1,sad,,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, movimento_brusco"
1082,36.06666666666667,1,sad,gesticulando,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1084,36.13333333333333,1,sad,deitado,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1086,36.2,1,sad,deitado,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1088,36.266666666666666,1,neutral,"deitado, gesticulando",8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1090,36.333333333333336,1,sad,deitado,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1092,36.4,1,sad,"deitado, gesticulando",9,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1094,36.46666666666667,1,sad,"deitado, gesticulando",12,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1096,36.53333333333333,1,sad,deitado,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1098,36.6,1,sad,"deitado, gesticulando",6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1100,36.666666666666664,1,happy,deitado,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1102,36.733333333333334,1,happy,deitado,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1104,36.8,1,happy,deitado,9,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1106,36.86666666666667,1,neutral,"deitado, gesticulando",8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1108,36.93333333333333,1,neutral,deitado,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1110,37.0,1,happy,"deitado, gesticulando",8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1112,37.06666666666667,1,happy,"deitado, gesticulando",7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1114,37.13333333333333,1,happy,deitado,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1116,37.2,1,sad,"deitado, gesticulando",6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1118,37.266666666666666,1,sad,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1120,37.333333333333336,1,happy,"deitado, gesticulando",5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1122,37.4,1,sad,"deitado, gesticulando",3,"elemento_grafico, elemento_grafico, elemento_grafico"
1124,37.46666666666667,1,sad,deitado,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1126,37.53333333333333,1,sad,deitado,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1128,37.6,1,sad,deitado,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1130,37.666666666666664,1,sad,"deitado, gesticulando",5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1132,37.733333333333334,1,happy,deitado,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1134,37.8,1,happy,"deitado, gesticulando",6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1136,37.86666666666667,1,happy,"deitado, gesticulando",3,"elemento_grafico, elemento_grafico, elemento_grafico"
1138,37.93333333333333,1,happy,deitado,5,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1140,38.0,1,happy,deitado,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1142,38.06666666666667,1,neutral,deitado,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1144,38.13333333333333,1,sad,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1146,38.2,1,sad,deitado,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1148,38.266666666666666,1,sad,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1150,38.333333333333336,1,neutral,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1152,38.4,1,sad,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1154,38.46666666666667,1,sad,deitado,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1156,38.53333333333333,1,neutral,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1158,38.6,1,neutral,"deitado, gesticulando",7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1160,38.666666666666664,1,neutral,gesticulando,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1162,38.733333333333334,1,sad,,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1164,38.8,1,sad,gesticulando,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1166,38.86666666666667,1,sad,,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1168,38.93333333333333,1,sad,,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1170,39.0,1,neutral,,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1172,39.06666666666667,1,sad,,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1174,39.13333333333333,1,sad,,5,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1176,39.2,1,happy,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1178,39.266666666666666,1,sad,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1180,39.333333333333336,1,sad,deitado,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1182,39.4,1,sad,"deitado, gesticulando",5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1184,39.46666666666667,1,neutral,deitado,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1186,39.53333333333333,1,sad,"deitado, gesticulando",4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1188,39.6,1,neutral,deitado,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1190,39.666666666666664,1,neutral,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1192,39.733333333333334,1,neutral,deitado,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1194,39.8,1,sad,"deitado, gesticulando",3,"elemento_grafico, elemento_grafico, elemento_grafico"
1196,39.86666666666667,1,happy,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1198,39.93333333333333,1,sad,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1200,40.0,1,sad,"deitado, gesticulando",5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1202,40.06666666666667,1,sad,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1204,40.13333333333333,1,neutral,deitado,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1206,40.2,1,sad,deitado,6,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1208,40.266666666666666,1,sad,gesticulando,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1210,40.333333333333336,1,neutral,,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1212,40.4,1,happy,gesticulando,5,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1214,40.46666666666667,1,happy,,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1216,40.53333333333333,1,happy,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1218,40.6,1,angry,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1220,40.666666666666664,1,angry,deitado,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1222,40.733333333333334,1,sad,deitado,6,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1224,40.8,1,angry,deitado,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1226,40.86666666666667,1,fear,deitado,5,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1228,40.93333333333333,1,angry,deitado,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1230,41.0,1,fear,"deitado, gesticulando",4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1232,41.06666666666667,1,fear,deitado,6,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1234,41.13333333333333,1,fear,deitado,7,"careta_exagerada, careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1236,41.2,1,fear,deitado,6,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1238,41.266666666666666,1,fear,deitado,5,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1240,41.333333333333336,1,fear,deitado,5,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1242,41.4,1,angry,deitado,5,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1244,41.46666666666667,1,angry,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1246,41.53333333333333,1,angry,"deitado, gesticulando",5,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1248,41.6,1,fear,deitado,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1250,41.666666666666664,1,neutral,"deitado, gesticulando",4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1252,41.733333333333334,1,fear,deitado,3,"elemento_grafico, elemento_grafico, elemento_grafico"
1254,41.8,1,fear,deitado,5,"careta_exagerada, careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico"
1256,41.86666666666667,1,fear,deitado,5,"careta_exagerada, careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico"
1258,41.93333333333333,1,fear,deitado,4,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico"
1260,42.0,1,sad,deitado,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, movimento_brusco, padrao_visual_anomalo"
1262,42.06666666666667,1,fear,"deitado, gesticulando",10,"careta_exagerada, careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1264,42.13333333333333,1,angry,deitado,8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1266,42.2,1,sad,deitado,8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1268,42.266666666666666,1,sad,deitado,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1270,42.333333333333336,1,sad,deitado,9,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1272,42.4,1,angry,"deitado, gesticulando",8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1274,42.46666666666667,1,sad,deitado,9,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1276,42.53333333333333,1,angry,"deitado, gesticulando",7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1278,42.6,1,angry,deitado,10,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1280,42.666666666666664,1,sad,"deitado, gesticulando",10,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1282,42.733333333333334,1,angry,"deitado, gesticulando",9,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1284,42.8,1,neutral,deitado,10,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1286,42.86666666666667,1,sad,deitado,10,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1288,42.93333333333333,1,sad,gesticulando,9,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1290,43.0,1,fear,,8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1292,43.06666666666667,1,angry,,10,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1294,43.13333333333333,1,fear,,7,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1296,43.2,1,fear,,8,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1298,43.266666666666666,1,sad,deitado,8,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1300,43.333333333333336,1,sad,,7,"elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
1302,43.4,1,happy,,8,"careta_exagerada, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, elemento_grafico, padrao_visual_anomalo"
